"","business_id","name","latitude","longitude","stars","review_count","is_open","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","dessert","latenight","lunch","dinner","brunch","breakfast","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTableService","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","BikeParking","HasTV","WiFi","Alcohol","RestaurantsAttire","RestaurantsGoodForGroups","RestaurantsDelivery","BusinessAcceptsCreditCards","WheelchairAccessible","park","business_id_imp","name_imp","latitude_imp","longitude_imp","stars_imp","review_count_imp","is_open_imp","romantic_imp","intimate_imp","classy_imp","hipster_imp","divey_imp","touristy_imp","trendy_imp","upscale_imp","casual_imp","dessert_imp","latenight_imp","lunch_imp","dinner_imp","brunch_imp","breakfast_imp","GoodForKids_imp","RestaurantsReservations_imp","Caters_imp","NoiseLevel_imp","RestaurantsTableService_imp","RestaurantsTakeOut_imp","RestaurantsPriceRange2_imp","OutdoorSeating_imp","BikeParking_imp","HasTV_imp","WiFi_imp","Alcohol_imp","RestaurantsAttire_imp","RestaurantsGoodForGroups_imp","RestaurantsDelivery_imp","BusinessAcceptsCreditCards_imp","WheelchairAccessible_imp","park_imp"
"23","H2Chxto2e6dHTDJ8-s3-pQ","Roberto's Taco Shop",36.1410796647,-115.1193113918,3,64,"1","False","False","False","False","False","False","False","False","True","False","True","True","True","False","True","True","False","True","'average'","False","True",1,"False","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"24","RJdSwvgAd2TRdQw4iOsrag","Café Mezcal",45.515404,-73.571156,4,49,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","True","True","True","True","True","'average'","True","True",2,"True","True","True","'free'","'full_bar'","'casual'","False","False","True","False","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"25","GLKg_Lu1LK7A0EqR45gpAQ","Amigos",36.0319583,-115.0091278,3,3,"0","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","'average'","True","True",2,"False","True","True","'free'","'full_bar'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"26","I4ADugPUJJQJElQekgnY0Q","Restaurant le Cactus",45.523841,-73.582299,3.5,15,"0","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","True","True","'loud'","True","True",2,"True","True","False","'free'","'full_bar'","'casual'","True","True","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"27","cMK38jKxH8x5PvFfAfjZmA","Casa Flores Restaurant",35.974545,-114.843346,3,63,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",2,"False","True","False","'no'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"28","BxRsg5YTYnxXEhoGcabydg","Wandering Donkey",33.8333716,-111.9507042,3,20,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","False","True",1,"False","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"29","nYvBZYg9rfqWFTYuxSVMdw","Cantina Laredo",41.4615685424,-81.9513030882,4,62,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","'average'","True","True",2,"True","True","True","'free'","'full_bar'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"30","v7UIeEvwNd3fleFE6icm3A","Tacos Culichi",33.4659534,-112.0170368,5,6,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","False","True",1,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"31","FiG8PzWKRYehtPPcPtOStw","Salsa Blanca",33.670048182,-112.2004730166,4,139,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","True","True",1,"True","True","True","'free'","'full_bar'","'casual'","True","True","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"32","4PqqRa7o_eNydKdGWYdIog","Tempe City Tacos",33.3915708,-111.9383874,4.5,284,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'quiet'","True","True",1,"False","False","True","'no'","'full_bar'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"33","VR2LTEsJByan97fcYRkl5w","Mariscos El Mariachi",36.1721979927,-115.1156791918,3,33,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","False","'average'","True","True",2,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"34","4k9Xo2jDgotOYITop5TqTA","Carnitas Guanajuato",35.0098852,-80.5621506,4,10,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","True","True",2,"False","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35","N4r3XX7uH42aXhHvFMkxjA","Las Tapatias",36.1592624,-115.2250058,3,3,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","'quiet'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"36","yb7ZtgMWSZboG_sSUx9g2A","Fuego Taco Shop",33.641031,-112.018653,4.5,143,"1","False","False","False","False","True","False","False","False","False","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","False","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"37","rjUuCbH7q-bSw5iWMwMHhQ","Nopales",45.599332,-73.5213154,3.5,5,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","'average'","True","True",2,"True","True","True","'no'","'full_bar'","'casual'","False","True","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
